DAY,HOUR,OCCUPANCY,APPLIANCES,LIGHTING,WATER,HEATING,COOLING,PROCESSES,SERVERS,ELECTROMOBILITY,Unnamed: 11,Unnamed: 12
2,8,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,9,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,10,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,11,1.0,0.5,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,12,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,13,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,14,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,15,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,16,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,17,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,18,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,19,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,20,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,21,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,22,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
2,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
2,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,7,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,8,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,9,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,10,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,11,1.0,0.5,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,12,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,13,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,14,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,15,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,16,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,17,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,18,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,19,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,20,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,21,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,22,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
3,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
3,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,7,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,8,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,9,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,10,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,11,1.0,0.5,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,12,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,13,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,14,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,15,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,16,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,17,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,18,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,19,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,20,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,21,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,22,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
4,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
4,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,7,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,8,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,9,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,10,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,11,1.0,0.5,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,12,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,13,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,14,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,15,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,16,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,17,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,18,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,19,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,20,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,21,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,22,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
5,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
5,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,1,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,2,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,3,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,4,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,5,1.0,0.5,0.0,0.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,6,1.0,0.5,0.0,0.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,7,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,8,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,9,1.0,0.7,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,10,1.0,0.5,0.15,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,11,1.0,0.5,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,12,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,13,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,14,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,15,1.0,0.6,0.05,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,16,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,17,1.0,0.5,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,18,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,19,1.0,0.7,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,20,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,21,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,22,1.0,0.8,0.2,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0,,
6,23,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
6,24,1.0,0.6,0.15,1.0,SETBACK,SETBACK,0.0,0.0,0.0,,
