Support_Year;Cluster;Timestep;Heat_Demand_kW;Heat_Demand_TES_kW
0;1;8;18.299;-18.299
0;1;9;17.611;-17.611
0;1;10;21.768;-21.768
0;1;11;19.921;-19.921
0;1;12;23.527;-23.527
0;1;13;18.721;-18.721
0;1;14;20.949;-20.949
0;1;15;20.087;-20.087
0;1;16;13.683;-13.683
0;1;17;17.857;34.444
0;1;18;26.732;-26.732
0;1;19;36.069;-36.069
0;1;20;27.871;-27.871
0;1;21;27.921;-27.921
0;1;22;10.589;-10.589
0;1;23;10.094;-10.094
0;1;24;6.582;-6.582
0;1;25;9.449;-9.449
0;1;26;8.11;-8.11
0;1;27;9.144;-9.144
0;1;28;8.608;-8.608
0;1;29;8.964;-8.964
0;1;30;30.794;-30.794
0;1;31;31.025;-31.025
0;1;32;13.774;0.0
0;1;33;16.77;0.0
0;1;34;19.575;0.0
0;1;35;18.321;0.0
0;1;36;23.19;0.0
0;1;37;16.048;0.0
0;1;38;18.856;0.0
0;1;39;16.315;16.82
0;1;40;16.652;-16.652
0;1;41;18.048;280.52
0;1;42;36.188;-36.188
0;1;43;28.256;-28.256
0;1;44;33.056;-33.056
0;1;45;26.618;-26.618
0;1;46;11.042;-11.042
0;1;47;8.389;-8.389
0;1;48;11.651;-11.651
0;1;49;9.22;-9.22
0;1;50;9.914;-9.914
0;1;51;8.782;-8.782
0;1;52;10.417;-10.417
0;1;53;10.415;-10.415
0;1;54;10.762;-10.762
0;1;55;49.962;21.063
0;1;56;50.326;-50.326
0;1;57;16.913;-16.913
0;1;58;17.521;0.0
0;1;59;17.472;0.0
0;1;60;13.123;0.0
0;1;61;20.066;0.0
0;1;62;16.44;0.0
0;1;63;32.336;0.0
0;1;64;31.029;339.971
0;1;65;12.395;-12.395
0;1;66;15.451;-15.451
0;1;67;20.66;-20.66
0;1;68;29.667;-29.667
0;1;69;19.264;-19.264
0;1;70;24.522;-24.522
0;1;71;11.117;-11.117
0;1;72;9.156;-9.156
0;1;73;9.491;-9.491
0;1;74;8.259;-8.259
0;1;75;11.447;-11.447
0;1;76;10.732;-10.732
0;1;77;9.669;-9.669
0;1;78;11.134;-11.134
0;1;79;55.05;-55.05
0;1;80;50.324;-50.324
0;1;81;16.839;0.0
0;1;82;20.7;0.0
0;1;83;16.482;0.0
0;1;84;13.069;0.0
0;1;85;19.313;0.0
0;1;86;18.999;0.0
0;1;87;32.769;315.611
0;1;88;27.159;-27.159
0;1;89;12.839;-12.839
0;1;90;21.016;-21.016
0;1;91;14.627;-14.627
0;1;92;25.554;-25.554
0;1;93;23.476;-23.476
0;1;94;19.828;-19.828
0;1;95;10.317;-10.317
0;1;96;8.926;-8.926
0;1;97;7.918;-7.918
0;1;98;8.764;-8.764
0;1;99;10.474;-10.474
0;1;100;8.093;-8.093
0;1;101;9.647;-9.647
0;1;102;29.432;-29.432
0;1;103;33.094;-33.094
0;1;104;17.184;-17.184
0;1;105;16.643;0.0
0;1;106;18.954;0.0
0;1;107;16.457;0.0
0;1;108;23.432;0.0
0;1;109;18.786;0.0
0;1;110;16.03;0.0
0;1;111;20.55;0.0
0;1;112;16.869;262.324
0;1;113;12.706;-12.706
0;1;114;32.704;-32.704
0;1;115;31.903;-31.903
0;1;116;34.019;-34.019
0;1;117;28.202;-28.202
0;1;118;10.683;-10.683
0;1;119;8.784;-8.784
0;1;120;9.552;-9.552
0;1;121;8.321;-8.321
0;1;122;9.593;-9.593
0;1;123;8.095;-8.095
0;1;124;9.277;-9.277
0;1;125;9.134;-9.134
0;1;126;32.505;-32.505
0;1;127;41.343;33.023
0;1;128;15.991;-15.991
0;1;129;20.231;-16.534
0;1;130;18.546;0.0
0;1;131;18.076;0.0
0;1;132;26.457;0.0
0;1;133;18.537;0.0
0;1;134;20.58;0.0
0;1;135;18.258;0.0
0;1;136;17.508;0.0
0;1;137;13.092;295.556
0;1;138;32.545;-32.545
0;1;139;32.215;-32.215
0;1;140;27.556;-27.556
0;1;141;27.276;-27.276
0;1;142;10.589;-10.589
0;1;143;8.854;-8.854
0;1;144;9.363;-9.363
0;1;145;8.942;-8.942
0;1;146;7.411;-7.411
0;1;147;8.042;-8.042
0;1;148;10.421;-10.421
0;1;149;7.035;-7.035
0;1;150;29.723;-29.723
0;1;151;37.14;-37.14
0;1;152;16.807;-16.807
0;1;153;19.876;0.0
0;1;154;19.418;0.0
0;1;155;16.665;0.0
0;1;156;25.207;0.0
0;1;157;17.149;0.0
0;1;158;18.268;0.0
0;1;159;17.468;491.585
0;1;160;19.77;72.191
0;1;161;16.739;226.032
0;1;162;30.661;-30.661
0;1;163;33.412;-33.412
0;1;164;28.666;-28.666
0;1;165;26.288;-26.288
0;1;166;8.9;-8.9
0;1;167;9.105;-9.105
0;2;0;312.478;196.575
0;2;1;325.568;183.485
0;2;2;342.197;166.856
0;2;3;357.378;-357.378
0;2;4;370.581;-370.581
0;2;5;381.768;48.468
0;2;6;417.986;-417.986
0;2;7;402.765;0.0
0;2;8;354.851;0.0
0;2;9;308.946;0.0
0;2;10;247.563;0.0
0;2;11;202.543;0.0
0;2;12;156.93;0.0
0;2;13;115.189;309.714
0;2;14;95.034;414.02
0;2;15;88.698;420.355
0;2;16;68.412;440.642
0;2;17;64.319;156.932
0;2;18;97.3;17.044
0;2;19;113.771;17.044
0;2;20;136.392;17.044
0;2;21;153.003;17.044
0;2;22;163.835;17.044
0;2;23;189.182;17.044
0;2;24;228.636;17.044
0;2;25;260.51;-260.51
0;2;26;285.09;-285.09
0;2;27;302.777;-302.777
0;2;28;323.363;-323.363
0;2;29;339.446;-339.446
0;2;30;379.781;-136.287
0;2;31;362.822;0.0
0;2;32;316.799;0.0
0;2;33;268.545;0.0
0;2;34;203.933;0.0
0;2;35;151.288;0.0
0;2;36;107.629;126.05
0;2;37;77.015;432.039
0;2;38;50.857;458.196
0;2;39;44.98;464.073
0;2;40;34.214;255.59
0;2;41;46.62;-46.62
0;2;42;75.824;-75.824
0;2;43;86.885;-86.885
0;2;44;100.575;-100.575
0;2;45;119.863;-119.863
0;2;46;106.016;-106.016
0;2;47;126.341;-126.341
0;2;48;83.085;-83.085
0;2;49;91.603;-91.603
0;2;50;98.653;-98.653
0;2;51;103.557;-103.557
0;2;52;108.744;-108.744
0;2;53;116.505;-116.505
0;2;54;117.97;-117.97
0;2;55;154.676;-154.676
0;2;56;158.885;-21.584
0;2;57;114.611;0.0
0;2;58;99.109;0.0
0;2;59;87.928;0.0
0;2;60;79.929;0.0
0;2;61;61.429;58.264
0;2;62;57.216;7.132
0;2;63;60.126;448.927
0;2;64;59.504;-59.504
0;2;65;37.762;-37.762
0;2;66;38.822;261.187
0;2;67;45.828;-45.828
0;2;68;64.509;-64.509
0;2;69;72.911;-72.911
0;2;70;78.905;430.149
0;2;71;76.405;-76.405
0;2;72;95.913;413.141
0;2;73;108.909;-108.909
0;2;74;131.316;-131.316
0;2;75;144.869;-144.869
0;2;76;161.042;-161.042
0;2;77;177.746;-177.746
0;2;78;187.245;-187.245
0;2;79;242.876;-242.876
0;2;80;232.644;39.284
0;2;81;197.436;-38.891
0;2;82;174.731;0.0
0;2;83;157.73;153.263
0;2;84;131.713;377.341
0;2;85;116.106;392.947
0;2;86;97.502;386.906
0;2;87;103.745;405.308
0;2;88;110.317;-110.317
0;2;89;75.477;160.343
0;2;90;96.216;-96.216
0;2;91;113.87;-113.87
0;2;92;132.149;77.916
0;2;93;146.007;-146.007
0;2;94;154.427;354.626
0;2;95;161.758;17.044
0;2;96;358.311;17.044
0;2;97;360.61;17.044
0;2;98;372.863;-372.863
0;2;99;384.254;-384.254
0;2;100;391.307;-391.307
0;2;101;395.567;-73.568
0;2;102;433.494;-433.494
0;2;103;421.872;0.0
0;2;104;376.7;0.0
0;2;105;331.185;177.868
0;2;106;261.916;247.137
0;2;107;223.57;285.483
0;2;108;192.842;316.211
0;2;109;158.473;350.58
0;2;110;145.758;363.295
0;2;111;134.801;17.586
0;2;112;118.946;-118.946
0;2;113;113.113;-113.113
0;2;114;138.692;-138.692
0;2;115;143.052;-143.052
0;2;116;154.276;-154.276
0;2;117;155.12;-155.12
0;2;118;145.196;-145.196
0;2;119;164.952;-164.952
0;2;120;181.969;-181.969
0;2;121;182.228;-182.228
0;2;122;189.736;-102.745
0;2;123;199.673;0.0
0;2;124;205.615;0.0
0;2;125;213.586;0.0
0;2;126;240.05;0.0
0;2;127;233.38;0.0
0;2;128;199.103;0.0
0;2;129;189.349;0.0
0;2;130;167.173;0.0
0;2;131;136.575;0.0
0;2;132;118.857;79.271
0;2;133;69.82;439.233
0;2;134;52.916;200.326
0;2;135;44.202;-44.202
0;2;136;36.947;146.781
0;2;137;39.434;469.619
0;2;138;59.077;449.976
0;2;139;71.04;20.757
0;2;140;78.775;-78.775
0;2;141;83.355;-83.355
0;2;142;77.092;210.351
0;2;143;92.215;17.044
0;2;144;115.427;-115.427
0;2;145;137.071;-137.071
0;2;146;158.63;-158.63
0;2;147;179.326;-179.326
0;2;148;193.668;-193.668
0;2;149;201.155;-201.155
0;2;150;235.607;-235.607
0;2;151;234.551;-234.551
0;2;152;208.324;-158.495
0;2;153;201.78;0.0
0;2;154;188.603;0.0
0;2;155;173.476;25.065
0;2;156;154.594;-24.815
0;2;157;116.419;0.0
0;2;158;101.951;0.0
0;2;159;91.696;304.295
0;2;160;88.335;420.718
0;2;161;102.344;-102.344
0;2;162;135.392;-135.392
0;2;163;148.811;-148.811
0;2;164;151.222;-151.222
0;2;165;161.345;-161.345
0;2;166;138.465;242.85
0;2;167;148.523;360.53
0;3;0;533.351;-24.297
0;3;1;541.042;-31.988
0;3;2;543.961;-34.908
0;3;3;548.411;-39.358
0;3;4;553.559;-44.506
0;3;5;567.953;-58.9
0;3;6;608.495;-99.442
0;3;7;600.466;-91.413
0;3;8;561.565;-52.511
0;3;9;547.813;-38.76
0;3;10;542.831;-33.777
0;3;11;521.144;-12.091
0;3;12;503.383;5.671
0;3;13;472.501;36.552
0;3;14;415.5;93.553
0;3;15;407.54;101.513
0;3;16;394.389;114.665
0;3;17;401.689;107.365
0;3;18;443.457;65.596
0;3;19;463.427;45.626
0;3;20;473.091;35.963
0;3;21;481.72;27.334
0;3;22;473.467;35.586
0;3;23;494.584;14.47
0;3;24;519.933;-10.88
0;3;25;534.626;-25.572
0;3;26;545.68;-36.627
0;3;27;554.095;-45.042
0;3;28;563.287;-54.234
0;3;29;570.125;-61.072
0;3;30;607.413;-98.359
0;3;31;606.5;-97.447
0;3;32;568.562;-59.508
0;3;33;553.21;-44.156
0;3;34;542.121;-33.067
0;3;35;518.087;-9.034
0;3;36;507.654;1.399
0;3;37;488.998;20.056
0;3;38;487.501;21.552
0;3;39;498.827;10.226
0;3;40;488.796;20.258
0;3;41;501.503;7.55
0;3;42;531.505;-22.452
0;3;43;535.131;-26.077
0;3;44;542.794;-33.741
0;3;45;525.949;-16.896
0;3;46;498.986;0.0
0;3;47;496.069;0.0
0;3;48;351.484;0.0
0;3;49;340.292;0.0
0;3;50;337.161;0.0
0;3;51;331.788;0.0
0;3;52;328.819;0.0
0;3;53;329.791;0.0
0;3;54;328.287;0.0
0;3;55;379.181;0.0
0;3;56;398.986;0.0
0;3;57;347.213;0.0
0;3;58;349.945;0.0
0;3;59;344.151;0.0
0;3;60;333.767;45.732
0;3;61;318.079;190.974
0;3;62;300.614;-233.886
0;3;63;324.435;11.222
0;3;64;302.611;-11.11
0;3;65;286.098;222.955
0;3;66;308.05;201.003
0;3;67;310.462;198.591
0;3;68;329.624;106.527
0;3;69;351.441;-351.441
0;3;70;354.285;-354.285
0;3;71;344.807;0.0
0;3;72;358.472;0.0
0;3;73;367.8;0.0
0;3;74;373.447;0.0
0;3;75;384.392;0.0
0;3;76;382.849;86.954
0;3;77;387.828;121.225
0;3;78;390.221;118.833
0;3;79;467.218;41.835
0;3;80;473.747;35.306
0;3;81;414.656;94.398
0;3;82;412.52;96.533
0;3;83;409.01;100.043
0;3;84;394.876;114.177
0;3;85;388.388;120.665
0;3;86;378.405;130.649
0;3;87;402.482;134.35
0;3;88;394.92;114.134
0;3;89;379.818;129.236
0;3;90;396.5;112.553
0;3;91;409.002;100.051
0;3;92;435.64;73.414
0;3;93;439.409;69.644
0;3;94;473.252;35.802
0;3;95;460.026;49.028
0;3;96;660.082;-151.029
0;3;97;666.503;-157.45
0;3;98;668.692;-159.639
0;3;99;674.499;-165.446
0;3;100;669.964;-160.91
0;3;101;662.959;-153.906
0;3;102;690.13;-181.077
0;3;103;668.757;-159.704
0;3;104;624.9;-115.846
0;3;105;605.66;-96.607
0;3;106;604.312;-55.822
0;3;107;600.351;-24.334
0;3;108;600.594;-24.577
0;3;109;578.592;-2.575
0;3;110;556.163;0.0
0;3;111;559.651;0.0
0;3;112;551.143;0.0
0;3;113;544.705;0.0
0;3;114;575.196;0.0
0;3;115;563.346;0.0
0;3;116;564.774;0.0
0;3;117;558.677;0.0
0;3;118;528.64;17.595
0;3;119;532.311;43.706
0;3;120;544.24;31.777
0;3;121;543.496;32.521
0;3;122;554.732;21.285
0;3;123;566.334;9.683
0;3;124;583.235;-7.218
0;3;125;597.332;-21.315
0;3;126;630.235;-54.218
0;3;127;624.972;-48.955
0;3;128;586.679;-10.661
0;3;129;580.809;-4.792
0;3;130;562.386;0.0
0;3;131;546.815;0.0
0;3;132;543.202;0.0
0;3;133;512.893;0.0
0;3;134;499.982;9.071
0;3;135;510.444;-1.39
0;3;136;502.792;10.868
0;3;137;516.881;59.136
0;3;138;539.677;36.341
0;3;139;552.177;23.84
0;3;140;558.168;17.849
0;3;141;569.194;6.823
0;3;142;550.294;25.723
0;3;143;567.734;8.283
0;3;144;571.218;4.799
0;3;145;582.283;-6.265
0;3;146;585.651;-9.634
0;3;147;594.727;-18.71
0;3;148;597.681;-21.664
0;3;149;599.444;-23.427
0;3;150;635.014;-58.997
0;3;151;618.565;-42.548
0;3;152;572.062;0.0
0;3;153;542.389;0.0
0;3;154;523.52;0.0
0;3;155;488.913;0.0
0;3;156;479.022;0.0
0;3;157;442.595;66.459
0;3;158;447.872;-44.395
0;3;159;439.668;69.386
0;3;160;432.299;76.754
0;3;161;435.95;73.103
0;3;162;463.659;45.394
0;3;163;459.048;50.005
0;3;164;448.077;60.976
0;3;165;442.09;66.963
0;3;166;420.401;88.652
0;3;167;435.805;73.248
5;0;0;301.615;20.221
5;0;1;308.081;200.972
5;0;2;325.973;183.08
5;0;3;332.783;176.27
5;0;4;341.37;167.683
5;0;5;348.117;160.936
5;0;6;392.08;116.974
5;0;7;385.94;123.114
5;0;8;356.212;-356.212
5;0;9;342.174;-217.322
5;0;10;326.905;-41.807
5;0;11;302.632;-302.632
5;0;12;293.206;-206.026
5;0;13;254.807;27.339
5;0;14;251.431;-106.829
5;0;15;252.807;0.0
5;0;16;239.672;0.0
5;0;17;229.203;42.822
5;0;18;265.885;243.169
5;0;19;282.706;-282.706
5;0;20;286.0;0.0
5;0;21;284.671;224.382
5;0;22;274.134;234.919
5;0;23;288.364;220.689
5;0;24;315.047;-315.047
5;0;25;331.105;-331.105
5;0;26;341.578;73.548
5;0;27;349.499;159.554
5;0;28;360.713;148.341
5;0;29;375.459;133.594
5;0;30;425.887;83.166
5;0;31;422.871;86.183
5;0;32;387.758;-387.758
5;0;33;372.829;-284.934
5;0;34;352.689;0.0
5;0;35;320.713;81.94
5;0;36;317.894;-81.12
5;0;37;285.801;223.253
5;0;38;268.367;240.686
5;0;39;253.082;255.971
5;0;40;228.784;-181.788
5;0;41;231.574;-231.574
5;0;42;268.917;240.137
5;0;43;271.834;237.219
5;0;44;281.956;227.097
5;0;45;299.467;209.586
5;0;46;279.641;229.412
5;0;47;301.511;-109.205
5;0;48;214.024;-214.024
5;0;49;231.501;-231.501
5;0;50;248.994;-248.994
5;0;51;262.377;-262.377
5;0;52;274.16;-274.16
5;0;53;282.607;201.257
5;0;54;293.397;215.657
5;0;55;364.066;144.987
5;0;56;355.544;153.509
5;0;57;304.017;-304.017
5;0;58;290.943;-87.196
5;0;59;253.926;255.127
5;0;60;239.528;-46.349
5;0;61;242.581;-242.581
5;0;62;251.602;-251.602
5;0;63;260.042;0.0
5;0;64;214.555;294.498
5;0;65;173.674;-173.674
5;0;66;179.294;-116.701
5;0;67;173.342;335.711
5;0;68;166.041;343.013
5;0;69;164.392;344.661
5;0;70;172.969;336.084
5;0;71;179.658;329.395
5;0;72;223.662;-223.662
5;0;73;242.516;-242.516
5;0;74;258.605;-258.605
5;0;75;267.806;-1.196
5;0;76;279.617;229.437
5;0;77;292.154;216.899
5;0;78;304.765;204.288
5;0;79;383.579;125.475
5;0;80;395.006;114.047
5;0;81;342.857;-342.857
5;0;82;336.686;-336.686
5;0;83;323.433;-323.433
5;0;84;306.813;-306.813
5;0;85;303.092;15.061
5;0;86;300.096;-91.795
5;0;87;320.315;146.613
5;0;88;323.772;-101.804
5;0;89;288.56;92.756
5;0;90;307.348;201.705
5;0;91;313.235;195.819
5;0;92;332.166;176.887
5;0;93;345.158;163.895
5;0;94;361.629;147.424
5;0;95;352.834;156.219
5;0;96;543.08;-34.026
5;0;97;547.479;-38.425
5;0;98;556.046;-46.993
5;0;99;556.276;-47.222
5;0;100;557.455;-48.401
5;0;101;556.178;-47.125
5;0;102;587.149;-78.096
5;0;103;576.697;-67.644
5;0;104;530.332;-21.279
5;0;105;520.103;-122.335
5;0;106;497.615;-171.09
5;0;107;464.65;-268.374
5;0;108;458.083;-264.48
5;0;109;431.338;77.715
5;0;110;414.69;21.614
5;0;111;396.194;-81.547
5;0;112;376.668;132.385
5;0;113;388.521;120.533
5;0;114;422.102;86.951
5;0;115;435.865;73.188
5;0;116;454.334;54.72
5;0;117;463.699;45.354
5;0;118;441.085;67.968
5;0;119;456.72;52.333
5;0;120;476.925;32.128
5;0;121;477.607;31.446
5;0;122;482.011;27.042
5;0;123;490.015;19.039
5;0;124;497.216;11.838
5;0;125;501.85;7.203
5;0;126;544.984;-35.931
5;0;127;529.994;-20.941
5;0;128;483.063;25.991
5;0;129;479.474;-146.443
5;0;130;460.467;48.586
5;0;131;446.53;62.524
5;0;132;451.867;-337.174
5;0;133;409.996;-103.085
5;0;134;401.243;-155.954
5;0;135;385.94;0.0
5;0;136;372.723;0.0
5;0;137;366.991;32.243
5;0;138;402.845;106.208
5;0;139;423.654;85.4
5;0;140;432.364;76.689
5;0;141;456.863;52.19
5;0;142;438.146;70.908
5;0;143;460.241;48.813
5;0;144;476.582;32.472
5;0;145;496.404;12.649
5;0;146;503.916;5.137
5;0;147;523.827;-14.774
5;0;148;537.329;-28.276
5;0;149;548.058;-39.005
5;0;150;599.299;-90.245
5;0;151;594.96;-85.907
5;0;152;565.47;-178.978
5;0;153;542.137;-33.084
5;0;154;503.114;5.939
5;0;155;475.363;33.69
5;0;156;468.326;40.728
5;0;157;434.285;74.768
5;0;158;434.64;74.413
5;0;159;432.847;-25.544
5;0;160;444.003;65.051
5;0;161;441.66;-130.299
5;0;162;470.468;38.585
5;0;163;488.376;20.678
5;0;164;507.964;1.089
5;0;165;526.48;-17.427
5;0;166;516.763;-7.71
5;0;167;521.452;-12.398
5;1;0;6.832;-6.832
5;1;1;7.326;-7.326
5;1;2;7.19;-7.19
5;1;3;8.99;-8.99
5;1;4;7.307;-7.307
5;1;5;8.835;-8.835
5;1;6;26.075;-26.075
5;1;7;29.092;-29.092
5;1;8;16.491;-16.491
5;1;9;15.87;-14.703
5;1;10;19.617;0.0
5;1;11;17.953;0.0
5;1;12;21.202;0.0
5;1;13;16.871;0.0
5;1;14;18.879;0.0
5;1;15;18.102;0.0
5;1;16;12.331;0.0
5;1;17;16.092;243.567
5;1;18;24.09;-24.09
5;1;19;32.505;-32.505
5;1;20;25.117;-25.117
5;1;21;25.162;-25.162
5;1;22;9.542;-9.542
5;1;23;9.096;-9.096
5;1;24;5.932;-5.932
5;1;25;8.516;-8.516
5;1;26;7.309;-7.309
5;1;27;8.241;-8.241
5;1;28;7.757;-7.757
5;1;29;8.078;-8.078
5;1;30;27.752;-27.752
5;1;31;27.96;-27.96
5;1;32;12.413;0.0
5;1;33;15.113;0.0
5;1;34;17.641;0.0
5;1;35;16.511;0.0
5;1;36;20.899;0.0
5;1;37;14.462;0.0
5;1;38;16.993;0.0
5;1;39;14.703;15.158
5;1;40;15.006;-15.006
5;1;41;16.264;244.724
5;1;42;32.613;-32.613
5;1;43;25.464;-25.464
5;1;44;29.789;-29.789
5;1;45;23.988;-23.988
5;1;46;9.951;-9.951
5;1;47;7.561;-7.561
5;1;48;10.5;-10.5
5;1;49;8.309;-8.309
5;1;50;8.935;-8.935
5;1;51;7.914;-7.914
5;1;52;9.388;-9.388
5;1;53;9.386;-9.386
5;1;54;9.698;-9.698
5;1;55;45.026;25.999
5;1;56;45.354;-45.354
5;1;57;15.242;-15.242
5;1;58;15.79;0.0
5;1;59;15.746;0.0
5;1;60;11.826;0.0
5;1;61;18.083;0.0
5;1;62;14.815;0.0
5;1;63;29.141;0.0
5;1;64;27.963;306.38
5;1;65;11.17;-11.17
5;1;66;13.924;-13.924
5;1;67;18.618;-18.618
5;1;68;26.735;-26.735
5;1;69;17.36;-17.36
5;1;70;22.099;-22.099
5;1;71;10.018;-10.018
5;1;72;8.251;-8.251
5;1;73;8.553;-8.553
5;1;74;7.443;-7.443
5;1;75;10.316;-10.316
5;1;76;9.672;-9.672
5;1;77;8.713;-8.713
5;1;78;10.034;-10.034
5;1;79;49.61;-49.61
5;1;80;45.352;-45.352
5;1;81;15.175;0.0
5;1;82;18.655;0.0
5;1;83;14.853;0.0
5;1;84;11.778;0.0
5;1;85;17.405;0.0
5;1;86;17.122;0.0
5;1;87;29.532;284.427
5;1;88;24.476;-24.476
5;1;89;11.571;-11.571
5;1;90;18.939;-18.939
5;1;91;13.182;-13.182
5;1;92;23.029;-23.029
5;1;93;21.157;-21.157
5;1;94;17.869;-17.869
5;1;95;9.298;-9.298
5;1;96;8.044;-8.044
5;1;97;7.136;-7.136
5;1;98;7.898;-7.898
5;1;99;9.439;-9.439
5;1;100;7.293;-7.293
5;1;101;8.693;-8.693
5;1;102;26.524;-26.524
5;1;103;29.824;-29.824
5;1;104;15.486;-15.486
5;1;105;14.998;0.0
5;1;106;17.082;0.0
5;1;107;14.831;0.0
5;1;108;21.117;0.0
5;1;109;16.93;0.0
5;1;110;14.446;0.0
5;1;111;18.52;0.0
5;1;112;15.202;251.775
5;1;113;11.45;32.977
5;1;114;29.472;-29.472
5;1;115;28.751;-28.751
5;1;116;30.657;-30.657
5;1;117;25.416;-25.416
5;1;118;9.627;-9.627
5;1;119;7.917;-7.917
