Support_Year;Cluster;Timestep;HP;EB;from_grid;from_main_grid;from_network
0;2;76;46.307;0.0;58.318;58.318;0.0
0;2;77;48.352;0.0;59.117;59.117;0.0
0;2;78;49.867;0.0;61.508;61.508;0.0
0;2;79;73.86;0.0;94.805;94.805;0.0
0;2;80;74.793;0.0;110.282;110.282;0.0
0;2;81;53.749;0.0;98.472;98.472;0.0
0;2;82;102.134;0.0;136.69;0.0;136.69
0;2;83;140.091;0.0;174.807;0.0;174.807
0;2;84;0.0;0.0;40.988;0.0;40.988
0;2;85;0.0;0.0;41.93;41.93;0.0
0;2;86;134.888;0.0;179.909;179.909;0.0
0;2;87;37.48;0.0;77.616;77.616;0.0
0;2;88;12.008;0.0;54.175;54.175;0.0
0;2;89;0.0;0.0;57.259;57.259;0.0
0;2;90;0.0;0.0;66.474;66.474;0.0
0;2;91;0.0;0.0;67.656;67.656;0.0
0;2;92;142.694;0.0;207.117;207.117;0.0
0;2;93;44.341;0.0;101.355;101.355;0.0
0;2;94;0.0;0.0;60.145;60.145;0.0
0;2;95;18.885;0.0;66.363;66.363;0.0
0;2;96;0.0;0.0;7.501;7.501;0.0
0;2;97;0.0;0.0;15.296;15.296;0.0
0;2;98;85.202;0.0;97.838;97.838;0.0
0;2;99;153.124;0.0;163.675;163.675;0.0
0;2;100;118.876;0.0;130.504;130.504;0.0
0;2;101;0.0;0.0;12.258;12.258;0.0
0;2;102;110.264;0.0;123.871;123.871;0.0
0;2;103;111.353;0.0;137.445;137.445;0.0
0;2;104;98.438;0.0;151.992;151.992;0.0
0;2;105;91.982;0.0;142.576;142.576;0.0
0;2;106;83.814;0.0;128.398;128.398;0.0
0;2;107;73.846;0.0;131.989;131.989;0.0
0;2;108;74.277;0.0;126.71;126.71;0.0
0;2;109;124.114;0.0;175.115;175.115;0.0
0;2;110;0.0;0.0;40.867;40.867;0.0
0;2;111;63.293;0.0;108.879;108.879;0.0
0;2;112;62.752;0.0;129.079;129.079;0.0
0;2;113;64.437;0.0;119.664;119.664;0.0
0;2;114;75.08;0.0;139.584;139.584;0.0
0;2;115;78.189;0.0;144.743;144.743;0.0
0;2;116;80.133;0.0;153.354;153.354;0.0
0;2;117;82.352;0.0;139.532;139.532;0.0
0;2;118;74.37;0.0;133.501;133.501;0.0
0;2;119;155.3;0.0;195.748;195.748;0.0
0;2;120;10.252;0.0;17.847;17.847;0.0
0;2;121;158.784;0.0;176.942;176.942;0.0
0;2;122;27.39;0.0;37.32;37.32;0.0
0;2;123;98.871;0.0;108.207;108.207;0.0
0;2;124;100.565;0.0;111.532;111.532;0.0
0;2;125;102.371;0.0;112.577;112.577;0.0
0;2;126;116.046;0.0;130.948;130.948;0.0
0;2;127;110.488;0.0;152.851;152.851;0.0
0;2;128;97.044;0.0;167.207;167.207;0.0
0;2;129;95.085;0.0;137.946;137.946;0.0
0;2;130;90.151;0.0;133.408;133.408;0.0
0;2;131;77.836;0.0;116.785;79.706;37.08
0;2;132;121.934;0.0;160.241;0.0;160.241
0;2;133;144.865;0.0;186.968;0.0;186.968
0;2;134;143.996;0.0;177.503;0.0;177.503
0;2;135;57.65;0.0;101.55;101.55;0.0
0;2;136;0.0;0.0;54.745;54.745;0.0
0;2;137;0.0;0.0;59.686;59.686;0.0
0;2;138;0.0;0.0;63.869;63.869;0.0
0;2;139;151.819;0.0;231.906;231.906;0.0
0;2;140;10.137;0.0;80.071;80.071;0.0
0;2;141;0.0;0.0;76.027;76.027;0.0
0;2;142;152.151;0.0;220.256;220.256;0.0
0;2;143;0.0;0.0;47.912;47.912;0.0
0;2;144;86.567;0.0;94.214;94.214;0.0
0;2;145;88.878;0.0;102.551;102.551;0.0
0;2;146;92.906;0.0;104.771;104.771;0.0
0;2;147;94.117;0.0;106.091;106.091;0.0
0;2;148;96.586;0.0;108.492;108.492;0.0
0;2;149;97.424;0.0;106.991;106.991;0.0
0;2;150;113.286;0.0;125.848;125.848;0.0
0;2;151;112.388;0.0;153.992;153.992;0.0
0;2;152;99.003;0.0;140.792;140.792;0.0
0;2;153;93.687;0.0;136.174;136.174;0.0
0;2;154;88.017;0.0;142.342;142.342;0.0
0;2;155;83.877;0.0;117.454;38.56;78.895
0;2;156;77.706;0.0;112.17;22.774;89.396
0;2;157;116.517;0.0;172.066;0.0;172.066
0;2;158;0.0;0.0;41.817;0.0;41.817
0;2;159;50.304;0.0;84.251;84.251;0.0
0;2;160;47.013;0.0;98.95;98.95;0.0
0;2;161;47.445;0.0;104.64;104.64;0.0
0;2;162;59.046;0.0;117.647;117.647;0.0
0;2;163;62.124;0.0;123.052;123.052;0.0
0;2;164;60.901;0.0;122.858;122.858;0.0
0;2;165;63.572;0.0;122.661;122.661;0.0
0;2;166;132.145;0.0;204.595;204.595;0.0
0;2;167;146.168;0.0;204.283;204.283;0.0
0;3;0;189.855;0.0;197.434;197.434;0.0
0;3;1;190.294;0.0;201.507;201.507;0.0
0;3;2;188.976;0.0;199.701;199.701;0.0
0;3;3;189.415;0.0;200.348;200.348;0.0
0;3;4;189.855;0.0;200.687;200.687;0.0
0;3;5;192.933;0.0;203.378;203.378;0.0
0;3;6;192.933;0.0;208.521;208.521;0.0
0;3;7;192.493;0.0;237.033;237.033;0.0
0;3;8;191.174;0.0;254.362;254.362;0.0
0;3;9;188.976;0.0;233.409;233.409;0.0
0;3;10;186.779;17.483;248.687;248.687;0.0
0;3;11;184.584;16.509;234.216;234.216;0.0
0;3;12;182.829;10.244;227.967;98.9;129.067
0;3;13;180.636;46.437;261.584;0.0;261.584
0;3;14;171.442;16.246;225.19;0.0;225.19
0;3;15;170.568;0.0;201.829;0.0;201.829
0;3;16;172.754;0.0;226.363;226.363;0.0
0;3;17;176.693;0.0;239.984;239.984;0.0
0;3;18;178.007;0.0;236.526;236.526;0.0
0;3;19;181.951;0.0;254.9;254.9;0.0
0;3;20;183.706;0.0;248.461;248.461;0.0
0;3;21;185.462;0.0;260.824;260.824;0.0
0;3;22;186.779;0.0;253.147;253.147;0.0
0;3;23;188.536;0.0;244.568;244.568;0.0
0;3;24;190.294;0.0;197.897;197.897;0.0
0;3;25;192.933;0.0;208.194;208.194;0.0
0;3;26;192.933;0.0;204.722;204.722;0.0
0;3;27;192.933;0.0;202.963;202.963;0.0
0;3;28;193.814;0.0;205.333;205.333;0.0
0;3;29;194.254;0.0;207.14;207.14;0.0
0;3;30;193.814;0.0;206.251;206.251;0.0
