Support_Year;Cluster;Timestep;PV;HP;EB;from_grid;to_grid;from_main_grid;to_main_grid
0;0;47;0.0;0.0;0.0;180.544;0.0;180.544;0.0
0;0;48;0.0;0.0;0.0;146.92;0.0;146.92;0.0
0;0;49;0.0;0.0;0.0;149.82;0.0;149.82;0.0
0;0;50;0.0;0.0;0.0;150.462;0.0;150.462;0.0
0;0;51;0.0;0.0;0.0;144.922;0.0;144.922;0.0
0;0;52;0.0;0.0;0.0;147.904;0.0;147.904;0.0
0;0;53;0.0;0.0;0.0;148.174;0.0;148.174;0.0
0;0;54;0.0;101.66;0.0;260.08;0.0;260.08;0.0
0;0;55;0.0;127.543;0.0;536.619;0.0;536.619;0.0
0;0;56;185.568;124.457;0.0;348.993;0.0;348.993;0.0
0;0;57;497.715;176.302;0.0;0.0;0.0;0.0;0.0
0;0;58;875.801;346.655;0.0;0.0;222.016;0.0;222.016
0;0;59;1213.229;335.923;0.0;0.0;564.961;0.0;564.961
0;0;60;647.487;330.563;0.0;0.0;0.774;0.0;0.774
0;0;61;265.839;0.0;0.0;79.89;0.0;79.89;0.0
0;0;62;213.559;0.0;0.0;154.135;0.0;154.135;0.0
0;0;63;1241.062;333.243;0.0;0.0;602.925;0.0;602.925
0;0;64;1287.107;318.07;0.0;0.0;656.648;0.0;656.648
0;0;65;218.665;0.0;0.0;153.684;0.0;153.684;0.0
0;0;66;3.062;0.0;0.0;440.862;0.0;440.862;0.0
0;0;67;0.0;50.209;0.0;503.342;0.0;503.342;0.0
0;0;68;0.0;295.808;0.0;650.48;0.0;650.48;0.0
0;0;69;0.0;295.808;0.0;516.608;0.0;516.608;0.0
0;0;70;0.0;300.256;0.0;500.485;0.0;500.485;0.0
0;0;71;0.0;315.395;0.0;504.547;0.0;504.547;0.0
0;0;72;0.0;0.0;0.0;140.001;0.0;140.001;0.0
0;0;73;0.0;0.0;0.0;139.906;0.0;139.906;0.0
0;0;74;0.0;0.0;0.0;138.774;0.0;138.774;0.0
0;0;75;0.0;0.0;0.0;139.524;0.0;139.524;0.0
0;0;76;0.0;0.0;0.0;143.338;0.0;143.338;0.0
0;0;77;0.0;0.0;0.0;143.901;0.0;143.901;0.0
0;0;78;0.0;0.0;0.0;143.165;0.0;143.165;0.0
0;0;79;0.0;0.0;0.0;153.595;0.0;153.595;0.0
0;0;80;59.582;0.0;0.0;112.724;0.0;112.724;0.0
0;0;81;160.956;0.0;0.0;11.362;0.0;11.362;0.0
0;0;82;260.916;359.195;0.0;267.495;0.0;267.495;0.0
0;0;83;444.117;357.402;0.0;58.223;0.0;58.223;0.0
0;0;84;662.05;359.195;0.0;0.0;163.739;0.0;163.739
0;0;85;570.405;359.195;0.0;0.0;73.825;0.0;73.825
0;0;86;315.675;360.091;0.0;192.827;0.0;192.827;0.0
0;0;87;517.351;352.026;0.0;0.0;37.294;0.0;37.294
0;0;88;301.74;352.026;0.0;196.72;0.0;196.72;0.0
0;0;89;465.132;356.506;0.0;44.495;0.0;44.495;0.0
0;0;90;46.853;362.782;0.0;511.33;0.0;511.33;0.0
0;0;91;0.0;364.576;0.0;583.697;0.0;583.697;0.0
0;0;92;0.0;366.37;0.0;573.634;0.0;573.634;0.0
0;0;93;0.0;370.859;0.0;577.44;0.0;577.44;0.0
0;0;94;0.0;371.757;0.0;559.027;0.0;559.027;0.0
0;0;95;0.0;371.757;0.0;543.329;0.0;543.329;0.0
0;0;96;0.0;374.451;0.0;512.641;0.0;512.641;0.0
0;0;97;0.0;378.046;0.0;520.618;0.0;520.618;0.0
0;0;98;0.0;379.844;0.0;518.71;0.0;518.71;0.0
0;0;99;0.0;382.542;0.0;521.121;0.0;521.121;0.0
0;0;100;0.0;382.542;0.0;523.98;0.0;523.98;0.0
0;0;101;0.0;382.542;0.0;522.605;0.0;522.605;0.0
0;0;102;0.0;380.743;0.0;522.256;0.0;522.256;0.0
0;0;103;0.0;381.643;0.0;808.403;0.0;808.403;0.0
0;0;104;221.306;378.945;0.0;587.459;0.0;587.459;0.0
0;0;105;527.041;375.35;0.0;187.915;0.0;187.915;0.0
0;0;106;475.997;371.757;0.0;246.447;0.0;246.447;0.0
0;0;107;374.874;368.165;0.0;347.626;0.0;347.626;0.0
0;0;108;339.241;364.576;0.0;372.632;0.0;372.632;0.0
0;0;109;283.909;360.091;0.0;435.804;0.0;435.804;0.0
0;0;110;1168.044;353.818;260.743;0.0;203.501;0.0;203.501
0;0;111;1039.41;350.235;260.743;0.0;98.224;0.0;98.224
0;0;112;161.394;351.131;0.0;606.491;0.0;606.491;0.0
0;0;113;129.008;361.885;0.0;669.844;0.0;669.844;0.0
0;0;114;50.088;365.473;0.0;728.369;0.0;728.369;0.0
0;0;115;0.0;374.451;0.0;789.799;0.0;789.799;0.0
0;0;116;0.0;381.643;0.0;707.233;0.0;707.233;0.0
0;0;117;0.0;379.844;0.0;581.962;0.0;581.962;0.0
0;0;118;0.0;381.643;0.0;570.294;0.0;570.294;0.0
0;0;119;0.0;383.442;0.0;572.932;0.0;572.932;0.0
0;0;120;0.0;385.241;36.828;559.741;0.0;559.741;0.0
0;0;121;0.0;384.341;204.109;729.257;0.0;729.257;0.0
0;0;122;0.0;383.442;209.195;731.79;0.0;731.79;0.0
0;0;123;0.0;387.041;224.314;751.674;0.0;751.674;0.0
0;0;124;0.0;387.041;226.209;754.026;0.0;754.026;0.0
0;0;125;0.0;387.041;235.019;759.549;0.0;759.549;0.0
0;0;126;0.0;385.241;260.743;789.202;0.0;789.202;0.0
0;0;127;0.0;386.141;101.806;918.793;0.0;918.793;0.0
0;0;128;266.633;386.141;2.188;566.566;0.0;566.566;0.0
0;0;129;859.292;382.542;158.965;0.0;0.0;0.0;0.0
0;0;130;847.141;376.248;124.829;0.0;0.0;0.0;0.0
0;0;131;371.518;377.147;0.0;343.236;0.0;343.236;0.0
0;0;132;253.343;380.743;0.0;494.264;0.0;494.264;0.0
0;0;133;476.683;373.553;0.0;218.658;0.0;218.658;0.0
0;0;134;406.76;369.063;0.0;309.802;0.0;309.802;0.0
0;0;135;791.596;359.195;106.51;0.0;0.0;0.0;0.0
0;0;136;667.814;360.988;0.0;3.897;0.0;3.897;0.0
0;0;137;684.324;362.782;12.706;0.0;0.0;0.0;0.0
0;0;138;18.748;370.859;0.0;747.819;0.0;747.819;0.0
0;0;139;0.0;375.35;0.0;792.823;0.0;792.823;0.0
0;0;140;0.0;379.844;0.0;709.838;0.0;709.838;0.0
0;0;141;0.0;385.241;0.0;590.978;0.0;590.978;0.0
0;0;142;0.0;391.543;0.0;596.281;0.0;596.281;0.0
0;0;143;0.0;393.345;0.0;576.071;0.0;576.071;0.0
0;0;144;0.0;393.345;0.0;532.928;0.0;532.928;0.0
0;0;145;0.0;400.557;0.0;539.582;0.0;539.582;0.0
0;0;146;0.0;399.655;0.0;538.866;0.0;538.866;0.0
0;0;147;0.0;406.874;0.0;547.471;0.0;547.471;0.0
0;0;148;0.0;409.583;0.0;551.314;0.0;551.314;0.0
0;0;149;0.0;412.293;0.0;558.452;0.0;558.452;0.0
0;0;150;0.0;419.527;0.0;564.379;0.0;564.379;0.0
0;0;151;9.504;418.622;0.0;838.468;0.0;838.468;0.0
0;0;152;577.513;417.718;0.0;204.343;0.0;204.343;0.0
0;0;153;1503.769;411.39;100.865;0.0;666.524;0.0;666.524
0;0;154;1820.63;399.655;85.121;0.0;991.018;0.0;991.018
0;0;155;1314.951;387.941;260.743;0.0;335.331;0.0;335.331
0;0;156;1749.657;382.542;260.743;0.0;783.95;0.0;783.95
0;0;157;884.694;377.147;186.276;0.0;0.0;0.0;0.0
0;0;158;309.967;382.542;0.0;433.987;0.0;433.987;0.0
0;0;159;545.315;381.643;0.0;165.544;0.0;165.544;0.0
0;0;160;873.171;392.444;164.88;0.0;0.0;0.0;0.0
0;0;161;484.28;395.147;0.0;224.313;0.0;224.313;0.0
0;0;162;66.104;395.147;0.0;731.454;0.0;731.454;0.0
0;0;163;0.0;404.166;0.0;834.303;0.0;834.303;0.0
0;0;164;0.0;408.68;0.0;735.502;0.0;735.502;0.0
0;0;165;0.0;414.101;0.0;618.304;0.0;618.304;0.0
0;0;166;0.0;418.622;0.0;611.126;0.0;611.126;0.0
0;0;167;0.0;412.293;0.0;581.75;0.0;581.75;0.0
0;1;0;0.0;0.0;0.0;138.851;0.0;138.851;0.0
0;1;1;0.0;0.0;0.0;142.253;0.0;142.253;0.0
0;1;2;0.0;0.0;0.0;141.421;0.0;141.421;0.0
0;1;3;0.0;0.0;0.0;140.014;0.0;140.014;0.0
0;1;4;0.0;0.0;0.0;141.186;0.0;141.186;0.0
0;1;5;0.0;0.0;0.0;143.169;0.0;143.169;0.0
0;1;6;31.07;0.0;0.0;115.143;0.0;115.143;0.0
0;1;7;340.5;0.0;0.0;0.0;57.007;0.0;57.007
0;1;8;959.743;0.0;0.0;0.0;647.57;0.0;647.57
0;1;9;1652.299;0.0;0.0;0.0;1316.757;0.0;1316.757
0;1;10;2200.337;0.0;0.0;0.0;1849.63;0.0;1849.63
0;1;11;2493.993;0.0;0.0;0.0;2161.637;0.0;2161.637
0;1;12;2723.085;0.0;0.0;0.0;2404.656;0.0;2404.656
0;1;13;3050.73;0.0;0.0;0.0;2722.123;0.0;2722.123
0;1;14;2498.953;0.0;0.0;0.0;2157.566;0.0;2157.566
0;1;15;1704.542;0.0;0.0;0.0;1383.812;0.0;1383.812
0;1;16;1164.807;0.0;0.0;0.0;860.633;0.0;860.633
0;1;17;705.285;103.317;0.0;0.0;317.516;0.0;317.516
0;1;18;309.352;11.126;0.0;0.0;0.0;0.0;0.0
0;1;19;11.932;0.0;0.0;406.154;0.0;406.154;0.0
0;1;20;0.0;0.0;0.0;329.895;0.0;329.895;0.0
0;1;21;0.0;0.0;0.0;199.016;0.0;199.016;0.0
0;1;22;0.0;0.0;0.0;191.234;0.0;191.234;0.0
0;1;23;0.0;0.0;0.0;173.048;0.0;173.048;0.0
0;1;24;0.0;0.0;0.0;137.731;0.0;137.731;0.0
0;1;25;0.0;0.0;0.0;139.712;0.0;139.712;0.0
0;1;26;0.0;0.0;0.0;141.565;0.0;141.565;0.0
0;1;27;0.0;0.0;0.0;140.195;0.0;140.195;0.0
0;1;28;0.0;0.0;0.0;141.526;0.0;141.526;0.0
0;1;29;0.0;0.0;0.0;142.101;0.0;142.101;0.0
0;1;30;25.276;0.0;0.0;120.068;0.0;120.068;0.0
0;1;31;315.136;12.708;0.0;0.0;20.746;0.0;20.746
0;1;32;932.985;10.286;0.0;0.0;600.877;0.0;600.877
0;1;33;1568.329;11.802;0.0;0.0;1232.319;0.0;1232.319
0;1;34;2030.984;14.175;0.0;0.0;1673.504;0.0;1673.504
0;1;35;2454.591;12.522;0.0;0.0;2098.66;0.0;2098.66
0;1;36;2975.222;12.134;0.0;0.0;2647.718;0.0;2647.718
0;1;37;3035.236;9.585;0.0;0.0;2705.128;0.0;2705.128
0;1;38;2841.342;10.756;0.0;0.0;2477.315;0.0;2477.315
0;1;39;2408.863;22.326;0.0;0.0;2066.108;0.0;2066.108
0;1;40;1803.699;0.0;0.0;0.0;1491.728;0.0;1491.728
0;1;41;1075.05;144.163;0.0;0.0;640.752;0.0;640.752
0;1;42;474.518;0.0;0.0;0.0;195.273;0.0;195.273
0;1;43;45.917;0.0;0.0;371.873;0.0;371.873;0.0
0;1;44;0.0;0.0;0.0;320.656;0.0;320.656;0.0
0;1;45;0.0;0.0;0.0;206.804;0.0;206.804;0.0
0;1;46;0.0;0.0;0.0;192.975;0.0;192.975;0.0
0;1;47;0.0;0.0;0.0;178.724;0.0;178.724;0.0
0;1;48;0.0;0.0;0.0;139.863;0.0;139.863;0.0
0;1;49;0.0;0.0;0.0;142.22;0.0;142.22;0.0
0;1;50;0.0;0.0;0.0;141.446;0.0;141.446;0.0
0;1;51;0.0;0.0;0.0;140.181;0.0;140.181;0.0
0;1;52;0.0;0.0;0.0;141.122;0.0;141.122;0.0
0;1;53;0.0;0.0;0.0;141.979;0.0;141.979;0.0
0;1;54;15.007;0.0;0.0;130.831;0.0;130.831;0.0
0;1;55;190.086;0.0;0.0;134.869;0.0;134.869;0.0
0;1;56;752.167;0.0;0.0;0.0;466.547;0.0;466.547
0;1;57;1419.291;0.0;0.0;0.0;1142.21;0.0;1142.21
0;1;58;1988.071;9.496;0.0;0.0;1682.038;0.0;1682.038
0;1;59;2383.409;9.874;0.0;0.0;2093.104;0.0;2093.104
0;1;60;2730.574;9.001;0.0;0.0;2434.699;0.0;2434.699
0;1;61;2442.807;9.196;0.0;0.0;2139.438;0.0;2139.438
0;1;62;1609.145;8.449;0.0;0.0;1309.104;0.0;1309.104
0;1;63;674.254;157.729;0.0;0.0;240.064;0.0;240.064
0;1;64;1087.571;0.0;0.0;0.0;811.771;0.0;811.771
0;1;65;836.124;0.0;0.0;0.0;560.761;0.0;560.761
0;1;66;344.334;0.0;0.0;0.0;67.403;0.0;67.403
0;1;67;41.792;0.0;0.0;375.39;0.0;375.39;0.0
0;1;68;0.0;0.0;0.0;320.126;0.0;320.126;0.0
0;1;69;0.0;0.0;0.0;201.058;0.0;201.058;0.0
0;1;70;0.0;0.0;0.0;199.677;0.0;199.677;0.0
0;1;71;0.0;0.0;0.0;176.136;0.0;176.136;0.0
0;1;72;0.0;0.0;0.0;141.081;0.0;141.081;0.0
0;1;73;0.0;0.0;0.0;139.87;0.0;139.87;0.0
0;1;74;0.0;0.0;0.0;141.628;0.0;141.628;0.0
0;1;75;0.0;0.0;0.0;140.025;0.0;140.025;0.0
0;1;76;0.0;0.0;0.0;140.688;0.0;140.688;0.0
0;1;77;0.0;0.0;0.0;142.174;0.0;142.174;0.0
0;1;78;18.157;0.0;0.0;124.129;0.0;124.129;0.0
0;1;79;238.086;0.0;0.0;0.0;108.806;0.0;108.806
0;1;80;854.392;0.0;0.0;0.0;722.582;0.0;722.582
0;1;81;1639.227;10.707;0.0;0.0;1491.891;0.0;1491.891
0;1;82;2285.18;8.523;0.0;0.0;2128.9;0.0;2128.9
0;1;83;2762.301;10.78;0.0;0.0;2608.746;0.0;2608.746
0;1;84;2962.272;10.167;0.0;0.0;2811.944;0.0;2811.944
0;1;85;2753.782;8.83;0.0;0.0;2597.874;0.0;2597.874
0;1;86;2425.05;8.64;0.0;0.0;2272.959;0.0;2272.959
0;1;87;2261.966;159.589;0.0;0.0;1964.197;0.0;1964.197
0;1;88;1266.271;0.0;0.0;0.0;1127.939;0.0;1127.939
0;1;89;681.59;0.0;0.0;0.0;538.563;0.0;538.563
0;1;90;436.834;0.0;0.0;0.0;300.574;0.0;300.574
0;1;91;42.976;0.0;0.0;173.51;0.0;173.51;0.0
0;1;92;0.0;0.0;0.0;217.115;0.0;217.115;0.0
0;1;93;0.0;0.0;0.0;203.757;0.0;203.757;0.0
0;1;94;0.0;0.0;0.0;197.32;0.0;197.32;0.0
0;1;95;0.0;0.0;0.0;170.575;0.0;170.575;0.0
0;1;96;0.0;0.0;0.0;139.207;0.0;139.207;0.0
0;1;97;0.0;0.0;0.0;143.966;0.0;143.966;0.0
0;1;98;0.0;0.0;0.0;141.496;0.0;141.496;0.0
0;1;99;0.0;0.0;0.0;140.971;0.0;140.971;0.0
0;1;100;0.0;0.0;0.0;140.98;0.0;140.98;0.0
0;1;101;0.0;0.0;0.0;145.436;0.0;145.436;0.0
0;1;102;15.104;0.0;0.0;129.791;0.0;129.791;0.0
0;1;103;263.132;0.0;0.0;44.436;0.0;44.436;0.0
0;1;104;681.877;0.0;0.0;0.0;391.797;0.0;391.797
0;1;105;770.775;12.954;0.0;0.0;418.693;0.0;418.693
0;1;106;1643.997;17.236;0.0;0.0;1273.04;0.0;1273.04
0;1;107;2818.65;13.359;0.0;0.0;2450.696;0.0;2450.696
0;1;108;3155.778;13.244;0.0;0.0;2804.946;0.0;2804.946
0;1;109;2562.484;11.921;0.0;0.0;2218.407;0.0;2218.407
0;1;110;1347.806;10.557;0.0;0.0;980.403;0.0;980.403
0;1;111;1064.661;12.51;0.0;0.0;728.631;0.0;728.631
0;1;112;975.824;11.304;0.0;0.0;647.966;0.0;647.966
0;1;113;776.594;139.614;0.0;0.0;348.474;0.0;348.474
0;1;114;409.613;0.0;0.0;0.0;124.041;0.0;124.041
0;1;115;40.174;0.0;0.0;394.99;0.0;394.99;0.0
0;1;116;0.0;0.0;0.0;315.783;0.0;315.783;0.0
0;1;117;0.0;0.0;0.0;215.286;0.0;215.286;0.0
0;1;118;0.0;0.0;0.0;196.009;0.0;196.009;0.0
0;1;119;0.0;0.0;0.0;170.037;0.0;170.037;0.0
0;1;120;0.0;0.0;0.0;138.708;0.0;138.708;0.0
0;1;121;0.0;0.0;0.0;143.878;0.0;143.878;0.0
0;1;122;0.0;0.0;0.0;142.194;0.0;142.194;0.0
0;1;123;0.0;0.0;0.0;141.333;0.0;141.333;0.0
0;1;124;0.0;0.0;0.0;140.624;0.0;140.624;0.0
0;1;125;0.0;0.0;0.0;138.629;0.0;138.629;0.0
0;1;126;9.04;0.0;0.0;137.159;0.0;137.159;0.0
0;1;127;198.125;0.0;0.0;163.796;0.0;163.796;0.0
0;1;128;867.462;0.0;0.0;0.0;548.257;0.0;548.257
0;1;129;1623.868;14.677;0.0;0.0;1268.509;0.0;1268.509
0;1;130;2269.143;14.852;0.0;0.0;1907.942;0.0;1907.942
0;1;131;2692.147;12.151;0.0;0.0;2334.863;0.0;2334.863
0;1;132;2939.746;13.121;0.0;0.0;2600.447;0.0;2600.447
0;1;133;2780.225;11.091;0.0;0.0;2430.046;0.0;2430.046
0;1;134;2199.176;11.179;0.0;0.0;1834.971;0.0;1834.971
0;1;135;1556.906;11.795;0.0;0.0;1219.501;0.0;1219.501
0;1;136;1212.639;10.305;0.0;0.0;892.131;0.0;892.131
0;1;137;942.98;136.857;0.0;0.0;510.424;0.0;510.424
0;1;138;420.287;0.0;0.0;0.0;140.98;0.0;140.98
0;1;139;36.314;0.0;0.0;376.474;0.0;376.474;0.0
0;1;140;0.0;0.0;0.0;331.097;0.0;331.097;0.0
0;1;141;0.0;0.0;0.0;205.919;0.0;205.919;0.0
0;1;142;0.0;0.0;0.0;196.643;0.0;196.643;0.0
0;1;143;0.0;0.0;0.0;190.07;0.0;190.07;0.0
0;1;144;0.0;0.0;0.0;137.15;0.0;137.15;0.0
0;1;145;0.0;0.0;0.0;139.893;0.0;139.893;0.0
0;1;146;0.0;0.0;0.0;141.133;0.0;141.133;0.0
0;1;147;0.0;0.0;0.0;143.96;0.0;143.96;0.0
0;1;148;0.0;0.0;0.0;139.296;0.0;139.296;0.0
0;1;149;0.0;0.0;0.0;140.859;0.0;140.859;0.0
0;1;150;5.986;0.0;0.0;141.613;0.0;141.613;0.0
0;1;151;255.979;0.0;0.0;66.454;0.0;66.454;0.0
0;1;152;900.8;0.0;0.0;0.0;580.942;0.0;580.942
0;1;153;1638.593;14.259;0.0;0.0;1295.257;0.0;1295.257
0;1;154;2277.917;14.524;0.0;0.0;1911.758;0.0;1911.758
0;1;155;2754.41;12.974;0.0;0.0;2396.12;0.0;2396.12
0;1;156;3016.072;14.247;0.0;0.0;2675.273;0.0;2675.273
0;1;157;2967.525;11.114;0.0;0.0;2627.431;0.0;2627.431
0;1;158;2204.333;11.654;0.0;0.0;1861.659;0.0;1861.659
0;1;159;1926.742;196.195;0.0;0.0;1410.892;0.0;1410.892
0;1;160;1509.407;0.0;0.0;0.0;1198.712;0.0;1198.712
0;1;161;1051.32;86.546;0.0;0.0;668.134;0.0;668.134
0;1;162;405.509;0.0;0.0;0.0;121.356;0.0;121.356
0;1;163;33.88;0.0;0.0;390.171;0.0;390.171;0.0
0;1;164;0.0;0.0;0.0;326.323;0.0;326.323;0.0
0;1;165;0.0;0.0;0.0;195.09;0.0;195.09;0.0
0;1;166;0.0;0.0;0.0;183.67;0.0;183.67;0.0
0;1;167;0.0;0.0;0.0;168.527;0.0;168.527;0.0
0;2;0;0.0;329.67;0.0;468.811;0.0;468.811;0.0
0;2;1;0.0;336.817;0.0;477.692;0.0;477.692;0.0
0;2;2;0.0;342.181;0.0;482.675;0.0;482.675;0.0
0;2;3;0.0;0.0;0.0;141.614;0.0;141.614;0.0
0;2;4;0.0;0.0;0.0;141.023;0.0;141.023;0.0
0;2;5;0.0;86.09;0.0;226.609;0.0;226.609;0.0
0;2;6;0.0;0.0;0.0;147.377;0.0;147.377;0.0
0;2;7;207.474;210.457;0.0;404.21;0.0;404.21;0.0
0;2;8;1023.001;174.19;0.0;0.0;537.377;0.0;537.377
0;2;9;1801.24;173.758;0.0;0.0;1300.083;0.0;1300.083
0;2;10;2408.542;309.158;0.0;0.0;1752.648;0.0;1752.648
0;2;11;2800.245;295.808;0.0;0.0;2171.063;0.0;2171.063
0;2;12;2989.57;285.143;0.0;0.0;2379.036;0.0;2379.036
0;2;13;2635.857;278.039;0.0;0.0;2027.62;0.0;2027.62
0;2;14;1699.263;275.377;0.0;0.0;1075.063;0.0;1075.063
0;2;15;1358.135;274.49;0.0;0.0;759.323;0.0;759.323
0;2;16;1306.095;274.49;0.0;0.0;721.141;0.0;721.141
0;2;17;788.67;277.152;0.0;0.0;210.683;0.0;210.683
0;2;18;164.11;0.0;0.0;209.432;0.0;209.432;0.0
0;2;19;0.0;0.0;0.0;424.906;0.0;424.906;0.0
0;2;20;0.0;0.0;0.0;326.406;0.0;326.406;0.0
0;2;21;0.0;0.0;0.0;205.027;0.0;205.027;0.0
0;2;22;0.0;0.0;0.0;199.037;0.0;199.037;0.0
0;2;23;0.0;0.0;0.0;179.573;0.0;179.573;0.0
0;2;24;0.0;0.0;0.0;135.629;0.0;135.629;0.0
0;2;25;0.0;0.0;0.0;143.648;0.0;143.648;0.0
0;2;26;0.0;0.0;0.0;141.031;0.0;141.031;0.0
0;2;27;0.0;0.0;0.0;146.909;0.0;146.909;0.0
0;2;28;0.0;0.0;0.0;139.867;0.0;139.867;0.0
0;2;29;0.0;0.0;0.0;141.401;0.0;141.401;0.0
0;2;30;0.0;0.0;0.0;148.999;0.0;148.999;0.0
0;2;31;191.747;0.0;0.0;195.825;0.0;195.825;0.0
0;2;32;955.683;150.921;0.0;0.0;481.116;0.0;481.116
0;2;33;1591.216;119.32;0.0;0.0;1148.912;0.0;1148.912
0;2;34;2234.747;80.067;0.0;0.0;1802.059;0.0;1802.059
0;2;35;2644.213;55.825;0.0;0.0;2246.423;0.0;2246.423
0;2;36;2790.074;42.045;0.0;0.0;2421.23;0.0;2421.23
0;2;37;2679.64;31.879;0.0;0.0;2317.299;0.0;2317.299
0;2;38;2433.149;261.059;0.0;0.0;1821.421;0.0;1821.421
0;2;39;2022.466;143.088;0.0;0.0;1553.955;0.0;1553.955
0;2;40;1314.883;266.508;0.0;0.0;737.38;0.0;737.38
0;2;41;514.253;0.0;0.0;0.0;212.538;0.0;212.538
0;2;42;117.923;0.0;0.0;267.683;0.0;267.683;0.0
0;2;43;0.0;0.0;0.0;422.38;0.0;422.38;0.0
0;2;44;0.0;0.0;0.0;339.174;0.0;339.174;0.0
0;2;45;0.0;0.0;0.0;202.295;0.0;202.295;0.0
0;2;46;0.0;0.0;0.0;199.889;0.0;199.889;0.0
0;2;47;0.0;0.0;0.0;177.279;0.0;177.279;0.0
0;2;48;0.0;0.0;0.0;140.082;0.0;140.082;0.0
0;2;49;0.0;0.0;0.0;144.86;0.0;144.86;0.0
0;2;50;0.0;0.0;0.0;141.805;0.0;141.805;0.0
0;2;51;0.0;0.0;0.0;141.228;0.0;141.228;0.0
0;2;52;0.0;0.0;0.0;138.644;0.0;138.644;0.0
0;2;53;0.0;0.0;0.0;139.493;0.0;139.493;0.0
0;2;54;0.0;0.0;0.0;142.73;0.0;142.73;0.0
0;2;55;6.079;0.0;0.0;369.828;0.0;369.828;0.0
0;2;56;160.162;0.0;0.0;194.471;0.0;194.471;0.0
0;2;57;331.229;31.152;0.0;0.0;0.0;0.0;0.0
0;2;58;281.369;0.0;0.0;42.098;0.0;42.098;0.0
0;2;59;354.354;44.784;0.0;0.0;13.013;0.0;13.013
0;2;60;494.204;0.0;0.0;0.0;205.515;0.0;205.515
0;2;61;530.835;18.63;0.0;0.0;225.833;0.0;225.833
0;2;62;627.647;205.224;0.0;0.0;125.83;0.0;125.83
0;2;63;696.909;267.394;0.0;0.0;145.601;0.0;145.601
0;2;64;317.433;23.953;0.0;0.0;0.0;0.0;0.0
0;2;65;205.831;0.0;0.0;133.405;0.0;133.405;0.0
